QuantitySold,Condition,Rating,Price_capped,Brand_Globex,Brand_Hooli,Brand_Initech,Brand_Soylent,Brand_Umbrella,ProductType_Clothing,ProductType_Electronics,ProductType_Food,ProductType_Furniture,ProductType_Toys,StoreLocation_Houston,StoreLocation_Los Angeles,StoreLocation_Miami,StoreLocation_New York,StoreLocation_Phoenix,MonthSold,DayOfWeekSold,Revenue_sqrt
91,0.743381763452311,1.6710012623448816,0.6671865849980497,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1.516487635297634,0,1.3663349504018398
68,0.743381763452311,1.098740556062388,-0.08406523241926739,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0.9217866018475814,4,0.49929415642235014
46,0.743381763452311,-0.6180415627850933,-0.06198469369818426,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1.516487635297634,6,0.036719136310878746
93,0.743381763452311,-1.190302269067587,-1.9018584201549489,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1.516487635297634,2,-0.6310010200786286
61,0.743381763452311,-0.6180415627850933,0.23944033488962496,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.9217866018475814,0,0.5232139533743182
68,0.743381763452311,-0.6180415627850933,0.0689580359268435,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-0.8623164985025763,3,0.5829084627797861
75,0.743381763452311,-0.6180415627850933,-1.2810358314621697,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,-0.8623164985025763,6,-0.18407158547840183
15,0.743381763452311,1.098740556062388,0.058688017917037615,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,0.9217866018475814,0,-0.8759804416026106
89,-1.6546239251035306,-1.190302269067587,1.4641399825590038,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,-0.26761546505252376,4,1.744028422007549
89,-1.6546239251035306,1.6710012623448816,-0.6694562589782156,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,0.32708556839752884,2,0.4851368922378674
47,0.743381763452311,-0.04578085650259954,-0.9010451650993435,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,-0.8623164985025763,4,-0.3657280630369337
84,-1.6546239251035306,-0.04578085650259954,1.219713553925618,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1.516487635297634,5,1.5132752276245547
38,-0.45562108082560976,1.6710012623448816,0.7359957056637505,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,-1.4570175319526288,2,0.14242311783350078
99,0.743381763452311,-0.04578085650259954,2.498330796146479,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,-0.8623164985025763,6,2.7939274413387816
32,0.743381763452311,0.5264798497798941,-1.2692253107508926,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-1.4570175319526288,1,-0.8640634959392721
93,0.743381763452311,-1.190302269067587,0.8248313614485732,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.32708556839752884,3,1.4931062389214436
22,0.743381763452311,1.6710012623448816,0.4094091329519162,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,-1.4570175319526288,4,-0.5002368502801007
9,-0.45562108082560976,1.6710012623448816,0.14598317100038932,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,0.32708556839752884,6,-1.149120505542509
68,0.743381763452311,-0.04578085650259954,1.0199617036348891,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,-0.8623164985025763,4,1.054197257733224
99,0.743381763452311,-1.190302269067587,0.05458001071311489,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,0.32708556839752884,5,1.140882208063023
33,-1.6546239251035306,1.098740556062388,-1.90391242375691,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,-0.26761546505252376,1,-1.2520657228690586
51,-0.45562108082560976,-1.190302269067587,-0.7855074624890249,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.9217866018475814,5,-0.22362435777045217
94,0.743381763452311,1.098740556062388,1.4862205212800872,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1.516487635297634,1,1.8634958671938182
9,-1.6546239251035306,-1.190302269067587,1.2885226745913192,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-1.4570175319526288,3,-0.9485866192121564
18,-1.6546239251035306,-1.190302269067587,-0.2981951079237249,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.26761546505252376,0,-0.8558775980666555
57,-1.6546239251035306,0.5264798497798941,0.6019719706357808,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,-1.4570175319526288,4,0.6011616652282196
95,0.743381763452311,0.5264798497798941,2.498330796146479,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,-0.26761546505252376,6,2.570270749932383
0,-0.45562108082560976,-0.04578085650259954,0.05303950801164428,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,-0.26761546505252376,1,-2.1630909817357287
68,0.743381763452311,-0.6180415627850933,0.07306604313076623,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,-0.8623164985025763,2,0.5851180784618124
3,-0.45562108082560976,0.5264798497798941,0.2805204069288496,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,-1.4570175319526288,5,-1.5628804470993838
15,-1.6546239251035306,0.5264798497798941,0.708266657037274,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1.516487635297634,1,-0.7208336867580963
23,-0.45562108082560976,1.6710012623448816,-0.27354706470019,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1.516487635297634,6,-0.6771190323202957
79,-1.6546239251035306,1.6710012623448816,0.7072396552362933,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.32708556839752884,6,1.1462442240240711
1,-1.6546239251035306,-0.04578085650259954,-1.911614937264265,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.32708556839752884,6,-2.005560760132219
91,-1.6546239251035306,-0.6180415627850933,0.43046266987201853,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0.32708556839752884,0,1.2311179993111248
31,0.743381763452311,-0.04578085650259954,0.13674015479156384,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.9217866018475814,2,-0.2845529194834987
90,0.743381763452311,1.6710012623448816,-0.1384963278712399,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9217866018475814,1,0.8648899503191776
83,0.743381763452311,-0.04578085650259954,-0.4034627925242374,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.8623164985025763,5,0.575482666668071
23,-1.6546239251035306,-0.6180415627850933,-0.5410810338556392,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,-1.4570175319526288,5,-0.7700023537764361
11,0.743381763452311,1.6710012623448816,-0.7505894012556842,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0.32708556839752884,3,-1.2531441787177948
49,0.743381763452311,-1.190302269067587,-2.2957136108310134,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.9217866018475814,6,-1.5321914251655269
34,0.743381763452311,-0.6180415627850933,-0.19035991882076064,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,0.32708556839752884,3,-0.3226875186381223
32,0.743381763452311,-0.04578085650259954,1.2109840386172834,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,-1.4570175319526288,2,0.10333484056570962
32,-1.6546239251035306,-0.6180415627850933,-0.259682540386952,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1.516487635297634,5,-0.40484241368416646
60,-1.6546239251035306,-0.6180415627850933,0.7370227074647313,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,-1.4570175319526288,1,0.7343919472897247
50,0.743381763452311,-1.190302269067587,-1.024285381217017,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-0.8623164985025763,3,-0.3829448187679777
42,-1.6546239251035306,-0.6180415627850933,-1.2558742873381445,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1.516487635297634,3,-0.6667030037939405
11,0.743381763452311,-1.190302269067587,-0.6864017886943959,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,-0.26761546505252376,5,-1.2364367028312335
66,0.743381763452311,-1.190302269067587,-0.9683137830635736,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9217866018475814,4,-0.07897998869614652
64,-0.45562108082560976,-0.04578085650259954,-1.1300665667180199,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,-0.26761546505252376,0,-0.2235035439986919
32,0.743381763452311,-1.190302269067587,0.547027374283318,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,-0.26761546505252376,0,-0.11045241140756129
39,0.743381763452311,-0.6180415627850933,1.9119127677865502,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.32708556839752884,4,0.566074909650922
73,-0.45562108082560976,-0.6180415627850933,-0.6001336374120246,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,-1.4570175319526288,0,0.2807286580437585
42,0.743381763452311,1.098740556062388,-1.6528104834171506,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.8623164985025763,1,-0.9323779089813711
43,0.743381763452311,-0.6180415627850933,0.7596167470863046,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1.516487635297634,4,0.2983986279441352
28,0.743381763452311,-1.190302269067587,-1.3898980223661144,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,-1.4570175319526288,3,-1.0099661676891545
12,0.743381763452311,-0.6180415627850933,-1.1305800676185103,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.32708556839752884,0,-1.3233844277653946
11,0.743381763452311,0.5264798497798941,0.5932424553274455,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,-0.8623164985025763,3,-0.9504807061605486
94,0.743381763452311,1.098740556062388,-0.08509223422024816,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,-0.8623164985025763,5,0.9664983602107303
45,-0.45562108082560976,-1.190302269067587,-0.6206736734316368,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0.32708556839752884,0,-0.2548569050345796
1,-0.45562108082560976,-0.04578085650259954,0.15522618720921483,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.32708556839752884,3,-1.824507105082704
34,-1.6546239251035306,-0.6180415627850933,-0.33568067365951704,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,-0.26761546505252376,1,-0.3819797898172609
86,-0.45562108082560976,1.6710012623448816,2.025396466794908,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,-0.8623164985025763,3,1.9416262113772362
80,-0.45562108082560976,-1.190302269067587,-0.6093766536208501,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.516487635297634,6,0.3889279902076462
89,0.743381763452311,-0.04578085650259954,-0.8532895813537451,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.516487635297634,0,0.34730094565673647
7,0.743381763452311,-0.6180415627850933,-0.382409255604135,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1.516487635297634,6,-1.3637682492691643
92,0.743381763452311,-1.190302269067587,-0.33927517996294915,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.32708556839752884,5,0.7643060380067006
25,0.743381763452311,0.5264798497798941,0.6964561363259968,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,-1.4570175319526288,2,-0.3045938436256028
73,0.743381763452311,1.6710012623448816,-1.9603975228108437,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.9217866018475814,3,-0.8759284276792444
89,0.743381763452311,0.5264798497798941,0.5223793310597835,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,-0.8623164985025763,0,1.2461574733569163
33,-1.6546239251035306,1.6710012623448816,-0.4712449113889577,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,-1.4570175319526288,4,-0.46467039220121814
6,-1.6546239251035306,-0.04578085650259954,0.8828569632039782,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,-0.8623164985025763,4,-1.226305106128214
67,0.743381763452311,-0.6180415627850933,0.03609397829546392,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9217866018475814,6,0.5450320923849145
57,0.743381763452311,-0.04578085650259954,0.6173769976504898,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.8623164985025763,0,0.6080556471218973
74,0.743381763452311,0.5264798497798941,-0.317194641241866,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0.9217866018475814,4,0.47584679829755855
28,-1.6546239251035306,0.5264798497798941,0.5347033526715507,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.32708556839752884,6,-0.2469326161554776
35,-1.6546239251035306,-1.190302269067587,1.79380756067378,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.8623164985025763,4,0.3873534796380587
88,0.743381763452311,1.6710012623448816,-0.6740777670826286,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.9217866018475814,3,0.46685908094391754
20,-0.45562108082560976,1.6710012623448816,-0.02501262886288232,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.26761546505252376,0,-0.7015438152859746
35,0.743381763452311,-0.6180415627850933,-0.41424631143453383,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.9217866018475814,1,-0.38934982414165176
9,0.743381763452311,1.6710012623448816,1.7208904328041565,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-0.26761546505252376,2,-0.8808530648655127
72,0.743381763452311,-1.190302269067587,-0.3608422177835421,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,-0.26761546505252376,4,0.41357364257432816
23,0.743381763452311,-0.6180415627850933,-0.6674022553762544,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1.516487635297634,3,-0.8160831605331259
63,-1.6546239251035306,1.6710012623448816,-0.5092439780252405,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.32708556839752884,4,0.16134161570951472
98,-0.45562108082560976,-0.04578085650259954,-0.05428218019082975,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,1.516487635297634,4,1.0528582573480623
48,0.743381763452311,-0.6180415627850933,-0.7300493652360717,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,-0.8623164985025763,2,-0.25103654259991265
98,-0.45562108082560976,-1.190302269067587,-0.29357359981931197,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.8623164985025763,0,0.8902984246491648
35,-1.6546239251035306,-0.6180415627850933,0.24611584659599905,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.32708556839752884,6,-0.1257848723389323
81,-1.6546239251035306,1.098740556062388,-0.033742144171217604,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,-0.26761546505252376,4,0.7729875056427142
95,0.743381763452311,-1.190302269067587,0.938828561357421,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,-1.4570175319526288,1,1.5953540209650074
